Page ID,Page Name,Disclaimer,Amount Spent (SEK),Number of Ads in Library
121583151555736,Kristdemokraterna Kalmar län,These ads ran without a disclaimer,≤100,1
185219401525397,Jönköpings-Posten,These ads ran without a disclaimer,≤100,1
132486840157982,Sandbergs i Jämtland AB,These ads ran without a disclaimer,≤100,1
643796218985494,Fredsloppet,These ads ran without a disclaimer,≤100,1
619799551429099,"Miljöpartiet de gröna, Hallstahammar",Eleonor Zeidlitz,≤100,1
438141933659896,Sveriges Progressiva Parti,These ads ran without a disclaimer,≤100,1
1664435917160103,Ungsvenskarna Kalmar län,These ads ran without a disclaimer,≤100,1
105061618325870,China Inventions,These ads ran without a disclaimer,≤100,1
140971869265514,LUF Halland,These ads ran without a disclaimer,≤100,3
111116977044955,cosaeco,Cosaeco,≤100,2
118093928247490,Moderaterna Partille,Sofia Margarethe Kristina Söderberg,≤100,2
226131554699989,Författaren,These ads ran without a disclaimer,≤100,3
292671877515554,Judo Sundsvall,These ads ran without a disclaimer,≤100,2
118480118214047,Hotell Stadsparken,These ads ran without a disclaimer,≤100,1
808249139297395,Hela Kommunen Ska Leva Och Lära,These ads ran without a disclaimer,≤100,1
389223741094370,Karin Wanngård,These ads ran without a disclaimer,≤100,1
104720674671326,secondhanda.se,These ads ran without a disclaimer,≤100,2
1545286672373042,Liberalisten,These ads ran without a disclaimer,≤100,1
147908418894110,Rune Kennborn - Kristdemokraterna Bollebygd,Kristdemokraterna,≤100,6
2529615547111635,Co2nsensus,These ads ran without a disclaimer,≤100,1
2244180988995944,Bensinupproret 3.0,Viktor Erik Jensen,≤100,1
416413165040663,ICA Luthagens Livs.,These ads ran without a disclaimer,≤100,3
1288661951220034,Närhetsliv Boden,These ads ran without a disclaimer,≤100,1
143771795688415,Vänsterpartiet Ängelholm,These ads ran without a disclaimer,≤100,1
2272305699760627,Madeleine jansson,These ads ran without a disclaimer,≤100,1
267023674223275,Ellen R. Johansson,These ads ran without a disclaimer,≤100,5
131869080252414,LBS Kungsbacka,These ads ran without a disclaimer,≤100,1
416550958428323,Farmis Valberedning,These ads ran without a disclaimer,≤100,1
167353674032399,Moderaterna i Tibro,These ads ran without a disclaimer,≤100,1
118586600911,Sugru,These ads ran without a disclaimer,≤100,6
475164645883606,Skurups kommun,These ads ran without a disclaimer,≤100,1
1420487581354870,Centerpartiet i Salem,These ads ran without a disclaimer,≤100,1
1847710115476513,Soluret,These ads ran without a disclaimer,≤100,2
2062802910474026,Global Optimism,These ads ran without a disclaimer,≤100,4
1849598598685837,Japanpodden,These ads ran without a disclaimer,≤100,1
108700034106767,Loves For Fans,These ads ran without a disclaimer,≤100,1
1462157503898233,Academic Stories,These ads ran without a disclaimer,≤100,2
119405895873,Huawei,These ads ran without a disclaimer,≤100,11
225702075430,Humanistisk Ungdom,These ads ran without a disclaimer,≤100,1
117443068305863,INSS - The Institute for National Security Studies,These ads ran without a disclaimer,≤100,8
339278619472500,Fredrika Bremer-förbundet,Eva Margareta Elisabet Minnhagen,≤100,2
415552042234038,Vi måste prata,These ads ran without a disclaimer,≤100,1
105336847516647,Ta tillbaka Lundby sjukhus,Patrik Helgeson,≤100,2
230250286991099,Länsförsäkringar Skåne,These ads ran without a disclaimer,≤100,1
142346992541137,NVLDialogWeb,These ads ran without a disclaimer,≤100,1
196038960408258,Feministiskt initiativ Stockholm,These ads ran without a disclaimer,≤100,2
421376414913966,Instituto Conscientia,These ads ran without a disclaimer,≤100,1
517507608346301,"Robert Nordman, kandidat, Centerpartiet Göteborg. #val2018",These ads ran without a disclaimer,≤100,1
294692494060993,Skohuset i Lerum,These ads ran without a disclaimer,≤100,1
102288668148116,prstrategen,These ads ran without a disclaimer,≤100,1
304413446349176,Elektrikerna VK9,These ads ran without a disclaimer,≤100,1
305521340342729,USR Diaspora - Suedia,These ads ran without a disclaimer,≤100,2
157245917798853,Photography By Sofie Selling,These ads ran without a disclaimer,≤100,1
575883582433693,Socialliberalerna,These ads ran without a disclaimer,≤100,1
443078099384903,Iron Throne,These ads ran without a disclaimer,≤100,2
1694743460791285,Studieförbundet Bilda Sydväst,These ads ran without a disclaimer,≤100,1
1397468180467707,Dala-Floda Operafest,These ads ran without a disclaimer,≤100,1
1895767223862578,Fridays for future Eskilstuna,These ads ran without a disclaimer,≤100,1
1789257518066169,TM Fordonsvård & Tvätthall AB,These ads ran without a disclaimer,≤100,1
167687493319998,DD Hus,These ads ran without a disclaimer,≤100,2
108755073874627,Objectivo,These ads ran without a disclaimer,≤100,1
1201786743307958,Peace Love Joy,These ads ran without a disclaimer,≤100,1
150618761652109,Johnells,These ads ran without a disclaimer,≤100,1
116187532049031,Liberalerna Lindesberg,These ads ran without a disclaimer,≤100,1
145562586090447,WeAudit,These ads ran without a disclaimer,≤100,1
344002548972174,Liberalerna Nyköping,These ads ran without a disclaimer,≤100,1
588513591196975,Liberalerna Luleå,These ads ran without a disclaimer,≤100,1
101042701624558,Coconut garden in Sweden,These ads ran without a disclaimer,≤100,4
40964307250,Gymgrossisten.com,These ads ran without a disclaimer,≤100,8
456443568122030,Vänsterpartiet Vaggeryd,These ads ran without a disclaimer,≤100,1
433025833399536,Jenny Wallmark designstudio,These ads ran without a disclaimer,≤100,2
1140856062662082,يورو تايمز - Euro Times,These ads ran without a disclaimer,≤100,6
697826370283167,Common sense in Sweden,These ads ran without a disclaimer,≤100,4
105661956274257,8 mars-kommittén Stockholm,These ads ran without a disclaimer,≤100,1
137332706325713,Grill,These ads ran without a disclaimer,≤100,1
112907933553858,Save Animals Now,These ads ran without a disclaimer,≤100,1
112976483698818,Butiken House of Palladium,These ads ran without a disclaimer,≤100,1
265564547490639,LingoAce,These ads ran without a disclaimer,≤100,3
67014122312,U.S. Mission to NATO,These ads ran without a disclaimer,≤100,2
101641578027606,Trees Love You,These ads ran without a disclaimer,≤100,1
0,Instagram User 9872405260,These ads ran without a disclaimer,≤100,1
17457692073,Dean Graziosi,These ads ran without a disclaimer,≤100,4
104464734372564,Guardian Angels Sverige,These ads ran without a disclaimer,≤100,1
179080292652702,Asher & Lyric,These ads ran without a disclaimer,≤100,1
343445843109002,East Rick,These ads ran without a disclaimer,≤100,2
113080589354228,Sweden First,These ads ran without a disclaimer,≤100,1
1412040925698956,Sverigedemokraterna Västerås,These ads ran without a disclaimer,≤100,1
123476174412250,Doris Kearns Goodwin,These ads ran without a disclaimer,≤100,2
2557532377606200,Joseph Mings,These ads ran without a disclaimer,≤100,2
280367068667411,Centerpartiet Uppsala,These ads ran without a disclaimer,≤100,1
106273557557978,Please Do Your Part,These ads ran without a disclaimer,≤100,1
109032063945415,Anna Johnson,These ads ran without a disclaimer,≤100,1
367885286626332,Coop,These ads ran without a disclaimer,≤100,1
105516774301287,Oliver Green,These ads ran without a disclaimer,≤100,1
222921655116,Applied Biosystems,These ads ran without a disclaimer,≤100,1
141567239237218,Help Lightning,These ads ran without a disclaimer,≤100,1
103440348478063,Sport za muškarce,These ads ran without a disclaimer,≤100,4
104512174402973,Emma Walker,These ads ran without a disclaimer,≤100,1
102800634574943,Feminista Concienciada,These ads ran without a disclaimer,≤100,8
102213157969126,Animals Need Trees,These ads ran without a disclaimer,≤100,1
100712691520754,Filmion,These ads ran without a disclaimer,≤100,1
645355275615156,Expat Tax Online,These ads ran without a disclaimer,≤100,6
298458527767426,Cozyforu,These ads ran without a disclaimer,≤100,9
1452272811680818,Genius,These ads ran without a disclaimer,≤100,1
623978454635950,Samtaloteket,These ads ran without a disclaimer,≤100,1
51722069733,icebreaker,These ads ran without a disclaimer,≤100,4
259933874379,Subtle Yoga with Kristine Weber,These ads ran without a disclaimer,≤100,8
1501036750182782,Multicultural,Emil Paulsson,≤100,1
180945471920826,boot Düsseldorf,These ads ran without a disclaimer,≤100,2
105041369626641,Svensk film,These ads ran without a disclaimer,≤100,3
789641531111955,Beer Week,These ads ran without a disclaimer,≤100,3
130022160902,Fastighetsbyrån,These ads ran without a disclaimer,≤100,1
72149536933,SKF,These ads ran without a disclaimer,≤100,2
1417987211614312,Gurmad Qaran,These ads ran without a disclaimer,≤100,4
660368260695371,Governor of Poker 3,These ads ran without a disclaimer,≤100,1
112100743990293,Lewis Scott Art,These ads ran without a disclaimer,≤100,3
104235551076996,دكتور عدنان جويد,These ads ran without a disclaimer,≤100,1
101006237958386,Threadtracer for GibbsCAM,These ads ran without a disclaimer,≤100,3
1970718063141364,Modern Städning,These ads ran without a disclaimer,≤100,1
74158792799,CoreTex,These ads ran without a disclaimer,≤100,2
137662856258830,Kryssa Ninos Maraha,These ads ran without a disclaimer,≤100,2
1152885191422950,The Bamboo Brush Society,These ads ran without a disclaimer,≤100,28
222697015050981,Less Saves The Planet,These ads ran without a disclaimer,≤100,2
100439360033163,SEAT,These ads ran without a disclaimer,≤100,1
110945563616351,Elisabet Lann - KD,Natanael Kvidal,≤100,1
794420960617312,Romska kulturdagar,These ads ran without a disclaimer,≤100,1
558519894507857,Karin Peterson,Karin Peterson,≤100,1
130927360876045,FPlus – nyhetstjänsten för företagsamma,Svenskt Näringsliv,≤100,1
176960682814443,Älvräddarna Pite- och Åby Älvdal,These ads ran without a disclaimer,≤100,1
466547290821459,Frige Louisa Hanoune - algeriska Arbetarpartiets ledare,These ads ran without a disclaimer,≤100,1
109951487515371,Renew Bracelets,These ads ran without a disclaimer,≤100,59
1054343958078533,Elians Oskarshamn,These ads ran without a disclaimer,≤100,1
146884732043039,Trek Bicycle,These ads ran without a disclaimer,≤100,4
279311412249643,Nya Moderaterna i Ånge,These ads ran without a disclaimer,≤100,2
162056410628915,Röda Korset Second hand Halmstad,These ads ran without a disclaimer,≤100,1
101238390481841,FRONTSTAGE - Be one with your heart,These ads ran without a disclaimer,≤100,1
1164383830362209,Måns Linge - Moderaterna,Linge Måns Carl Tomas,≤100,1
0,Marketplace Seller 5853201223,These ads ran without a disclaimer,≤100,1
586396911809269,Stall Apetorp Design,Tovasine Öfwerström,≤100,1
893587730690797,Liberalerna Laxå,Liberalerna i Laxå,≤100,1
170276156377688,Miljöpartiet de gröna i Västerås,These ads ran without a disclaimer,≤100,1
171732326218384,Handelsanställdas förbund,These ads ran without a disclaimer,≤100,1
101604061457309,mirandazabel,These ads ran without a disclaimer,≤100,1
0,Instagram User 9063134118,These ads ran without a disclaimer,≤100,2
146714875382706,ABF Östergötland,These ads ran without a disclaimer,≤100,2
512623449129703,Kristdemokraterna Osby,These ads ran without a disclaimer,≤100,1
159259457556979,Moderaterna Kumla,These ads ran without a disclaimer,≤100,1
435049055181,Kungliga biblioteket,These ads ran without a disclaimer,≤100,1
107797321354077,Aktivistbutiken.se,These ads ran without a disclaimer,≤100,2
684473444898177,Socialdemokraterna Matfors,These ads ran without a disclaimer,≤100,1
107681565966487,ICA Åre,These ads ran without a disclaimer,≤100,2
301055809910083,Luleå Energi,These ads ran without a disclaimer,≤100,2
176251985895973,Feministiskt Självförsvar Göteborg - F.S.G,These ads ran without a disclaimer,≤100,1
411679725625455,Great Beyond,These ads ran without a disclaimer,≤100,1
436168833060166,ICA Nära Länghem,These ads ran without a disclaimer,≤100,1
148860216710,ICA Kärnan,These ads ran without a disclaimer,≤100,1
436645976492932,ICA Nära Älta,These ads ran without a disclaimer,≤100,1
529539113755977,Lystra personlig assistans,These ads ran without a disclaimer,≤100,2
135062563176874,Utrikespolitiska Institutet,These ads ran without a disclaimer,≤100,2
589757884508666,Låt dem stanna,These ads ran without a disclaimer,≤100,1
145524875500582,Ica Nära Norrviken,These ads ran without a disclaimer,≤100,1
450416685053109,Feministiskt Initiativ Lund,These ads ran without a disclaimer,≤100,1
183597238344691,ICA Nära Nya Varvet,These ads ran without a disclaimer,≤100,1
374211954292,ICA Berga,These ads ran without a disclaimer,≤100,1
872824089733012,Bazaar Wine,These ads ran without a disclaimer,≤100,1
108580324377543,izabelleaman,These ads ran without a disclaimer,≤100,2
996907873715926,TCCSweden- JC 瑞典青商會,These ads ran without a disclaimer,≤100,1
485334008198178,Sydvatten,These ads ran without a disclaimer,≤100,1
1975400169378761,GLAS,These ads ran without a disclaimer,≤100,9
1128387370625251,OnePartnerGroup,These ads ran without a disclaimer,≤100,1
180913791931744,Svensk Fastighetsförmedling Alingsås-Vårgårda,Thim Jens Lennart Thomas,≤100,1
339657732899642,24Nybro.se,These ads ran without a disclaimer,≤100,3
117702078244564,Swedwatch,These ads ran without a disclaimer,≤100,3
282285328844,CRAMO,These ads ran without a disclaimer,≤100,2
273301332769918,Academic Positions,These ads ran without a disclaimer,≤100,1
109013717440821,EU-foripodden,These ads ran without a disclaimer,≤100,2
351682974453,Teva Pharmaceutical Industries Ltd.,These ads ran without a disclaimer,≤100,22
103328501548813,Gopositivenow,These ads ran without a disclaimer,≤100,2
110616288963919,SmålandsVillan,These ads ran without a disclaimer,≤100,3
2013003892350793,Strike back- försvara strejkrätten,These ads ran without a disclaimer,≤100,1
100629981738563,Once,These ads ran without a disclaimer,≤100,1
407035633182830,Porsche Racecars,These ads ran without a disclaimer,≤100,3
222566677810682,Helsingborg City,These ads ran without a disclaimer,≤100,1
449218335132481,Ungsvenskarna Skåne,These ads ran without a disclaimer,≤100,1
348623717847,Auto Motor & Sport Sverige,These ads ran without a disclaimer,≤100,1
153231531539960,LRF Södermanland,LRF,≤100,1
459315577588179,Almi Invest,These ads ran without a disclaimer,≤100,1
